datetime,timestamp,open,high,low,close,volume
2024-12-02 09:20:00+05:30,1733111100,1299.9,1299.9,1289.15,1295.95,610078
2024-12-02 09:25:00+05:30,1733111400,1295.9,1296.4,1293.0,1293.5,186614
2024-12-02 09:30:00+05:30,1733111700,1293.5,1296.45,1292.55,1296.35,97876
2024-12-02 09:35:00+05:30,1733112000,1296.35,1298.6,1295.25,1298.45,103932
2024-12-02 09:40:00+05:30,1733112300,1298.15,1302.5,1298.15,1301.1,154076
2024-12-02 09:45:00+05:30,1733112600,1301.1,1302.15,1299.0,1300.75,75846
2024-12-02 09:50:00+05:30,1733112900,1300.95,1302.2,1299.75,1300.75,82417
2024-12-02 09:55:00+05:30,1733113200,1300.75,1302.05,1299.8,1300.2,94895
2024-12-02 10:00:00+05:30,1733113500,1300.2,1306.15,1300.0,1305.9,136579
2024-12-02 10:05:00+05:30,1733113800,1305.75,1306.5,1304.15,1305.25,78988
2024-12-02 10:10:00+05:30,1733114100,1305.25,1305.55,1302.25,1302.55,77210
2024-12-02 10:15:00+05:30,1733114400,1302.8,1302.8,1299.65,1301.25,78430
2024-12-02 10:20:00+05:30,1733114700,1301.25,1306.0,1301.1,1305.0,114161
2024-12-02 10:25:00+05:30,1733115000,1304.8,1305.0,1303.0,1303.85,61184
2024-12-02 10:30:00+05:30,1733115300,1303.85,1304.7,1302.9,1304.7,60178
2024-12-02 10:35:00+05:30,1733115600,1304.7,1305.0,1302.6,1303.8,77544
2024-12-02 10:40:00+05:30,1733115900,1303.75,1303.8,1301.25,1301.8,66696
2024-12-02 10:45:00+05:30,1733116200,1302.0,1302.35,1299.85,1301.15,104169
2024-12-02 10:50:00+05:30,1733116500,1301.15,1301.9,1300.1,1300.85,64697
2024-12-02 10:55:00+05:30,1733116800,1300.8,1302.65,1300.8,1301.7,64091
2024-12-02 11:00:00+05:30,1733117100,1301.7,1302.8,1301.05,1302.65,39117
2024-12-02 11:05:00+05:30,1733117400,1302.65,1303.5,1302.55,1303.15,49731
2024-12-02 11:10:00+05:30,1733117700,1303.15,1303.8,1302.35,1303.55,45130
2024-12-02 11:15:00+05:30,1733118000,1302.55,1304.3,1302.55,1304.2,45224
2024-12-02 11:20:00+05:30,1733118300,1304.15,1305.55,1303.75,1305.1,79625
2024-12-02 11:25:00+05:30,1733118600,1305.1,1305.3,1304.4,1304.9,44446
2024-12-02 11:30:00+05:30,1733118900,1305.0,1305.6,1304.3,1305.0,68406
2024-12-02 11:35:00+05:30,1733119200,1304.95,1305.45,1303.7,1304.95,60589
2024-12-02 11:40:00+05:30,1733119500,1304.85,1305.0,1304.0,1304.5,40675
2024-12-02 11:45:00+05:30,1733119800,1304.55,1304.9,1303.15,1303.6,98430
2024-12-02 11:50:00+05:30,1733120100,1303.0,1304.95,1302.45,1302.8,82129
2024-12-02 11:55:00+05:30,1733120400,1303.0,1303.15,1302.05,1302.5,42230
2024-12-02 12:00:00+05:30,1733120700,1302.5,1302.95,1301.35,1302.0,86332
2024-12-02 12:05:00+05:30,1733121000,1302.0,1302.55,1301.35,1302.45,67033
2024-12-02 12:10:00+05:30,1733121300,1302.4,1302.45,1301.1,1301.9,62820
2024-12-02 12:15:00+05:30,1733121600,1301.95,1302.5,1301.2,1302.05,63174
2024-12-02 12:20:00+05:30,1733121900,1302.0,1303.55,1302.0,1302.95,153116
2024-12-02 12:25:00+05:30,1733122200,1303.15,1303.55,1302.3,1303.2,146732
2024-12-02 12:30:00+05:30,1733122500,1303.2,1305.0,1302.9,1305.0,121503
2024-12-02 12:35:00+05:30,1733122800,1305.0,1305.45,1304.3,1305.15,107949
2024-12-02 12:40:00+05:30,1733123100,1305.2,1305.3,1303.5,1304.0,111002
2024-12-02 12:45:00+05:30,1733123400,1304.2,1304.6,1302.45,1302.7,87914
2024-12-02 12:50:00+05:30,1733123700,1302.9,1304.05,1302.4,1303.75,79624
2024-12-02 12:55:00+05:30,1733124000,1304.0,1304.0,1302.5,1303.55,69674
2024-12-02 13:00:00+05:30,1733124300,1303.65,1304.2,1302.75,1304.05,82362
